ValuationID,PropertyID,ValuationDate,LandValue,BuildingValue,TotalValue
25701,25512,2015-07-24,,,
25702,25512,2011-06-26,,,
25703,25512,2011-11-26,,,
25704,25512,2014-10-20,,,
25705,25512,2016-01-08,,,
25706,25512,2010-04-21,,,
25707,25512,2015-01-06,,,
25708,25512,2012-06-30,,,
25709,25512,2013-05-07,,,
25710,25512,2014-12-25,,,
25711,25512,2010-12-27,,,
25712,25512,2016-06-18,,,
25713,25512,2011-05-02,,,
25714,25512,2014-01-30,,,
25715,25512,,,,
25716,25512,2013-09-20,,,
25717,25512,2011-10-22,,,
25718,25512,2012-08-12,,,
25719,25512,2017-03-20,,,
25720,25512,2017-01-21,,,
25721,25512,2016-05-26,,,
25722,25512,2016-01-15,,,
25723,25512,2015-04-27,,,
25724,25512,2017-09-12,,,
25725,25512,2014-02-24,,,
25726,25512,2013-01-19,,,
25727,25512,2012-01-14,,,
25728,25512,,,,
25729,25512,2014-08-28,,,
25730,25512,,,,
25731,25512,2017-12-13,,,
25732,25512,2017-11-21,,,
25733,25512,2016-08-05,,,
25734,25512,,,,
25735,25512,2017-11-20,,,
25736,25512,2017-12-25,,,
25737,25512,2014-11-15,,,
25738,25512,2013-12-01,,,
25739,25512,2012-04-30,,,
25740,25512,2014-07-30,,,
25741,25512,2010-10-30,,,
25742,25512,2012-03-12,,,
25743,25512,2014-10-07,,,
25744,25512,2017-08-19,,,
25745,25512,2013-04-08,,,
25746,25512,,,,
25747,25512,,,,
25748,25512,2015-11-09,,,
25749,25512,2016-08-09,,,
25750,25512,,,,
25751,25512,2016-02-24,,,
25752,25512,2012-02-11,,,
25753,25512,2017-11-07,,,
25754,25512,2012-06-30,,,
25755,25512,2011-06-13,,,
25756,25512,,,,
25757,25512,2017-05-28,,,
25758,25512,2014-01-14,,,
25759,25512,2010-03-28,,,
25760,25512,2015-11-18,,,
25761,25512,2010-02-07,,,
25762,25512,,,,
25763,25512,2017-10-17,,,
25764,25512,2012-08-07,,,
25765,25512,2013-02-14,,,
25766,25512,2013-07-13,,,
25767,25512,2012-09-24,,,
25768,25512,2013-01-30,,,
25769,25512,2015-06-11,,,
25770,25512,2010-11-04,,,
25771,25512,2015-03-21,,,
25772,25512,2010-09-17,,,
25773,25512,2013-03-22,,,
25774,25512,2015-05-22,,,
25775,25512,2013-11-09,,,
25776,25512,2015-07-02,,,
25777,25512,2013-04-19,,,
25778,25512,2013-12-26,,,
25779,25512,2011-11-11,,,
25780,25512,2017-02-11,,,
25781,25512,,,,
25782,25512,2014-05-02,,,
25783,25512,2015-03-26,,,
25784,25512,2011-01-21,,,
25785,25512,,,,
25786,25512,2010-09-11,,,
25787,25512,2015-01-04,,,
25788,25512,2011-05-01,,,
25789,25512,2015-08-14,,,
25790,25512,2010-09-09,,,
25791,25512,2015-06-04,,,
25792,25512,2013-08-08,,,
25793,25512,2012-07-04,,,
25794,25512,2012-04-16,,,
25795,25512,2014-02-04,,,
25796,25512,2017-06-02,,,
25797,25512,2013-08-17,,,
25798,25512,2012-10-08,,,
25799,25512,2017-03-18,,,
25800,25512,2016-10-18,,,
25801,25512,2012-03-10,,,
25802,25512,2013-03-29,,,
25803,25512,2013-01-07,,,
25804,25512,2017-03-22,,,
25805,25512,2013-02-28,,,
25806,25512,,,,
25807,25512,2015-02-18,,,
25808,25512,,,,
25809,25512,2012-07-22,,,
25810,25512,2015-09-11,,,
25811,25512,2010-03-09,,,
25812,25512,2015-08-25,,,
25813,25512,2016-05-09,,,
25814,25512,2011-05-24,,,
25815,25512,2012-11-22,,,
25816,25512,2014-07-28,,,
25817,25512,2013-11-15,,,
25818,25512,2012-07-13,,,
25819,25512,2014-12-13,,,
25820,25512,,,,
25821,25512,2012-01-22,,,
25822,25512,,,,
25823,25512,2017-08-08,,,
25824,25512,2012-12-13,,,
25825,25512,2015-05-24,,,
25826,25512,2016-11-25,,,
25827,25512,2010-06-23,,,
25828,25512,2016-03-08,,,
25829,25512,2010-07-20,180000,0,180000
25830,25512,,,,
25831,25512,2013-08-15,,,
25832,25512,2011-06-21,,,
25833,25512,2016-06-01,150000,86000,236000
25834,25512,2013-11-18,,,
25835,25512,2010-02-06,180000,0,180000
25836,25512,2010-08-28,,,
25837,25512,2010-05-19,,,
25838,25512,2012-04-12,210000,0,210000
25839,25512,2013-02-20,210000,0,210000
25840,25512,,,,
25841,25512,2010-09-03,,,
25842,25512,2016-02-02,360000,0,360000
25843,25512,,360000,0,360000
25844,25512,2012-03-31,360000,0,360000
25845,25512,2012-08-10,300000,456500,757700
25846,25512,2013-03-19,210000,152000,362000
25847,25512,2015-09-09,90000,253900,343900
25848,25512,2014-07-24,90000,265000,376300
25849,25512,2013-03-23,90000,0,90000
25850,25512,2017-03-10,120000,469100,589100
25851,25512,2017-11-15,90000,352000,451600
25852,25512,2016-07-01,90000,352000,451600
25853,25512,2010-02-14,90000,574100,672200
25854,25512,2013-01-07,,,
25855,25512,2013-03-04,120000,0,120000
25856,25512,2016-03-10,120000,269300,389300
25857,25512,2011-01-29,,,
25858,25512,2011-11-22,,,
25859,25512,2010-04-24,270000,0,270000
25860,25512,2016-05-08,300000,0,300000
25861,25512,2010-11-09,300000,0,300000
25862,25512,2010-06-30,390000,178900,568900
25863,25512,2010-09-23,,,
25864,25512,2012-11-07,,,
25865,25512,2011-02-16,,,
25866,25512,2011-11-25,,,
25867,25512,2015-11-25,,,
25868,25512,2010-09-28,,,
25869,25512,2015-10-03,,,
25870,25512,,,,
25871,25512,2014-07-02,,,
25872,25512,2011-09-19,,,
25873,25512,2012-12-06,,,
25874,25512,2011-03-26,,,
25875,25512,2017-06-08,,,
25876,25512,2013-02-12,,,
25877,25512,2016-12-24,,,
25878,25512,2011-01-19,,,
25879,25512,2010-09-04,,,
25880,25512,,,,
25881,25512,2014-06-08,,,
25882,25512,2015-04-24,,,
25883,25512,2014-02-13,,,
25884,25512,,,,
25885,25512,2012-11-11,,,
25886,25512,2013-05-16,,,
25887,25512,2017-01-31,,,
25888,25512,2017-02-26,,,
25889,25512,,,,
25890,25512,2012-12-06,,,
25891,25512,,,,
25892,25512,2017-06-12,,,
25893,25512,2013-11-16,,,
25894,25512,2016-05-01,,,
25895,25512,2015-10-12,,,
25896,25512,2011-03-30,,,
25897,25512,2010-09-14,,,
25898,25512,2011-01-17,,,
25899,25512,2015-04-26,,,
25900,25512,2017-02-06,,,
25901,25512,2017-11-19,,,
25902,25512,2012-12-02,,,
25903,25512,2015-12-28,,,
25904,25512,2012-07-17,,,
25905,25512,2017-10-10,,,
25906,25512,2013-12-14,,,
25907,25512,2012-10-15,,,
25908,25512,2017-02-15,,,
25909,25512,,,,
25910,25512,2012-02-17,,,
25911,25512,2012-07-04,,,
25912,25512,2014-01-28,,,
25913,25512,2016-02-25,,,
25914,25512,2010-07-10,,,
25915,25512,2011-08-08,,,
25916,25512,,,,
25917,25512,2013-02-05,,,
25918,25512,2017-06-18,,,
25919,25512,2016-06-22,,,
25920,25512,2010-01-18,,,
25921,25512,2011-10-11,,,
25922,25512,2017-06-22,,,
25923,25512,2015-05-09,,,
25924,25512,2016-05-03,,,
25925,25512,2014-03-25,,,
25926,25512,,,,
25927,25512,2014-01-05,,,
25928,25512,,,,
25929,25512,2010-05-10,,,
25930,25512,,,,
25931,25512,,,,
25932,25512,,,,
25933,25512,2011-07-14,,,
25934,25512,2013-06-11,,,
25935,25512,2012-06-11,,,
25936,25512,,,,
25937,25512,2010-01-17,,,
25938,25512,2017-08-08,,,
25939,25512,2015-03-18,,,
25940,25512,2013-02-22,,,
25941,25512,2014-07-02,,,
25942,25512,2010-06-07,,,
25943,25512,2016-09-25,,,
25944,25512,2016-12-29,,,
25945,25512,2011-02-19,,,
25946,25512,2015-12-26,,,
25947,25512,2012-10-18,,,
25948,25512,2014-02-27,,,
25949,25512,2010-03-11,,,
25950,25512,2015-01-11,,,
25951,25512,2013-02-05,,,
25952,25512,,,,
25953,25512,2014-09-16,,,
25954,25512,2016-02-02,,,
25955,25512,2013-11-12,,,
25956,25512,2013-01-22,,,
25957,25512,2011-01-23,,,
25958,25512,2013-09-09,,,
25959,25512,2014-09-16,,,
25960,25512,2017-04-25,,,
25961,25512,2013-09-19,,,
25962,25512,2012-05-25,,,
25963,25512,2016-11-27,,,
25964,25512,2010-07-03,,,
25965,25512,2014-02-04,,,
25966,25512,2012-08-11,,,
25967,25512,2012-12-22,,,
25968,25512,2013-08-30,,,
25969,25512,2011-06-28,,,
25970,25512,2012-07-03,,,
25971,25512,2011-09-08,,,
25972,25512,2016-11-12,,,
25973,25512,2010-08-01,,,
25974,25512,2010-07-17,,,
25975,25512,2013-03-20,,,
25976,25512,2012-06-01,,,
25977,25512,2015-10-19,,,
25978,25512,2014-08-18,,,
25979,25512,2010-02-23,,,
25980,25512,2015-11-04,,,
25981,25512,2013-10-15,,,
25982,25512,2011-02-14,,,
25983,25512,2012-12-13,,,
25984,25512,2013-11-29,,,
25985,25512,2014-12-02,,,
25986,25512,2015-03-03,,,
25987,25512,,,,
25988,25512,2014-07-15,,,
25989,25512,2010-09-19,,,
25990,25512,2016-01-09,,,
25991,25512,2013-10-24,,,
25992,25512,2015-03-23,,,
25993,25512,2012-06-18,,,
25994,25512,2010-03-13,,,
25995,25512,2012-04-17,,,
25996,25512,2013-05-06,,,
25997,25512,2010-12-26,,,
25998,25512,2015-04-10,,,
25999,25512,,,,
26000,25512,2017-11-03,,,
26001,25512,2016-05-18,,,
26002,25512,2010-01-11,,,
26003,25512,2010-05-31,,,
26004,25512,2010-05-11,,,
26005,25512,2015-12-01,,,
26006,25512,2011-11-29,,,
26007,25512,2012-09-27,,,
26008,25512,2014-12-31,,,
26009,25512,2015-06-23,,,
26010,25512,2014-03-08,,,
26011,25512,2013-03-15,,,
26012,25512,2016-07-16,,,
26013,25512,2015-07-22,,,
26014,25512,2011-04-01,,,
26015,25512,2010-11-30,,,
26016,25512,2011-04-09,,,
26017,25512,2012-12-15,,,
26018,25512,,,,
26019,25512,2011-04-09,,,
26020,25512,2017-06-21,,,
26021,25512,,,,
26022,25512,2010-04-02,,,
26023,25512,2012-08-25,,,
26024,25512,2011-11-02,,,
26025,25512,,,,
26026,25512,2012-03-02,,,
26027,25512,2014-04-07,,,
26028,25512,,,,
26029,25512,2017-04-28,,,
26030,25512,2012-12-17,,,
26031,25512,2015-06-28,,,
26032,25512,2011-09-14,,,
26033,25512,2012-03-31,,,
26034,25512,2016-04-30,,,
26035,25512,2010-05-18,,,
26036,25512,2010-01-24,,,
26037,25512,2013-06-10,,,
26038,25512,2014-09-16,,,
26039,25512,2016-07-31,,,
26040,25512,2017-08-03,,,
26041,25512,2013-12-15,,,
26042,25512,2014-09-28,,,
26043,25512,2011-07-23,,,
26044,25512,,,,
26045,25512,2016-02-11,,,
26046,25512,2016-12-10,,,
26047,25512,2016-02-22,,,
26048,25512,2016-12-16,,,
26049,25512,2010-11-06,,,
26050,25512,,,,
26051,25512,2013-02-19,,,
26052,25512,,,,
26053,25512,2011-05-04,,,
26054,25512,2016-07-17,,,
26055,25512,2013-11-01,,,
26056,25512,2014-01-05,,,
26057,25512,2017-12-18,,,
26058,25512,2012-03-20,,,
26059,25512,2014-10-03,,,
26060,25512,2011-04-16,,,
26061,25512,2013-03-19,,,
26062,25512,2015-02-09,,,
26063,25512,2013-08-30,,,
26064,25512,2016-01-22,,,
26065,25512,2011-10-04,,,
26066,25512,2010-01-30,,,
26067,25512,2011-05-22,,,
26068,25512,2015-02-26,,,
26069,25512,2014-03-02,,,
26070,25512,2012-06-19,,,
26071,25512,2017-08-15,,,
26072,25512,2010-11-14,,,
26073,25512,2014-08-25,,,
26074,25512,2011-05-16,,,
26075,25512,2011-11-10,,,
26076,25512,2014-07-02,,,
26077,25512,2012-05-06,,,
26078,25512,2010-06-02,,,
26079,25512,2014-04-20,,,
26080,25512,2012-11-12,,,
26081,25512,2016-08-26,,,
26082,25512,2017-09-09,,,
26083,25512,2014-10-08,,,
26084,25512,2017-07-12,,,
26085,25512,2016-12-18,,,
26086,25512,2015-04-10,,,
26087,25512,2012-09-29,,,
26088,25512,2016-07-02,,,
26089,25512,2012-12-25,,,
26090,25512,2017-08-27,,,
26091,25512,2015-07-28,,,
26092,25512,2014-05-22,,,
26093,25512,2016-06-07,,,
26094,25512,2016-06-15,,,
26095,25512,,,,
26096,25512,2016-04-03,,,
26097,25512,2017-05-14,,,
26098,25512,2013-05-24,,,
26099,25512,2012-03-10,,,
26100,25512,2013-01-25,,,
26101,25512,2012-06-29,,,
26102,25512,2017-08-23,,,
26103,25512,2010-12-22,,,
26104,25512,2011-05-04,,,
26105,25512,2016-09-30,,,
26106,25512,2016-10-13,,,
26107,25512,2010-07-09,,,
26108,25512,2010-09-09,,,
26109,25512,,,,
26110,25512,2016-11-15,,,
26111,25512,2012-02-04,,,
26112,25512,2014-03-29,,,
26113,25512,2011-01-27,,,
26114,25512,2016-02-25,,,
26115,25512,2010-08-01,,,
26116,25512,2012-07-21,,,
26117,25512,,,,
26118,25512,2016-06-19,,,
26119,25512,2017-11-22,,,
26120,25512,2011-11-15,,,
26121,25512,2015-02-26,,,
26122,25512,2015-10-14,,,
26123,25512,2015-10-01,,,
26124,25512,2014-04-06,,,
26125,25512,2014-12-11,,,
26126,25512,2013-05-01,,,
26127,25512,2015-11-11,,,
26128,25512,2014-07-22,,,
26129,25512,2015-12-25,,,
26130,25512,2017-07-06,,,
26131,25512,2010-06-26,,,
26132,25512,2012-05-06,,,
26133,25512,,,,
26134,25512,2013-03-31,,,
26135,25512,2017-01-21,,,
26136,25512,2012-12-23,,,
26137,25512,2012-02-05,,,
26138,25512,2010-10-26,,,
26139,25512,2011-02-25,,,
26140,25512,2010-05-20,,,
26141,25512,2010-11-12,,,
26142,25512,2017-01-11,,,
26143,25512,2013-12-27,,,
26144,25512,2016-12-31,,,
26145,25512,2013-09-18,,,
26146,25512,2017-06-13,,,
26147,25512,2013-11-28,,,
26148,25512,2015-06-05,,,
26149,25512,2016-12-04,,,
26150,25512,2014-08-09,,,
26151,25512,2010-07-25,,,
26152,25512,2014-05-04,,,
26153,25512,2016-02-20,,,
26154,25512,2013-11-28,,,
26155,25512,,,,
26156,25512,2012-11-16,,,
26157,25512,2014-03-07,,,
26158,25512,2015-06-23,,,
26159,25512,2011-05-25,,,
26160,25512,,,,
26161,25512,2016-02-06,,,
26162,25512,2013-03-21,,,
26163,25512,2015-02-28,,,
26164,25512,2014-03-13,,,
26165,25512,2016-09-08,,,
26166,25512,2016-06-06,,,
26167,25512,2014-04-27,,,
26168,25512,2014-01-06,,,
26169,25512,2012-05-22,,,
26170,25512,2015-10-20,,,
26171,25512,2013-11-24,,,
26172,25512,2013-06-20,,,
26173,25512,2017-06-08,,,
26174,25512,2015-06-20,,,
26175,25512,2015-07-25,,,
26176,25512,2010-11-10,,,
26177,25512,2010-03-17,,,
26178,25512,,,,
26179,25512,2010-12-25,,,
26180,25512,2017-06-13,,,
26181,25512,2016-09-19,,,
26182,25512,2016-03-25,,,
26183,25512,2016-11-25,,,
26184,25512,2017-07-25,,,
26185,25512,2017-10-19,,,
26186,25512,2013-09-22,,,
26187,25512,2013-11-08,,,
26188,25512,,,,
26189,25512,2015-10-14,,,
26190,25512,2014-07-06,,,
26191,25512,2011-10-28,,,
26192,25512,2015-06-05,,,
26193,25512,2015-04-08,,,
26194,25512,2014-05-01,,,
26195,25512,2011-01-06,,,
26196,25512,2016-05-28,,,
26197,25512,2012-06-11,,,
26198,25512,2017-01-10,,,
26199,25512,2010-05-25,,,
26200,25512,2010-04-09,,,
26201,25512,2016-09-23,,,
26202,25512,2010-09-28,,,
26203,25512,,,,
26204,25512,2011-02-07,,,
26205,25512,2012-04-23,,,
26206,25512,2016-09-16,,,
26207,25512,2016-04-26,,,
26208,25512,2013-08-13,,,
26209,25512,2014-06-19,,,
26210,25512,,,,
26211,25512,2015-11-30,150000,477700,654300
26212,25512,2016-07-25,150000,477700,654300
26213,25512,2012-11-26,150000,202800,352800
26214,25512,,150000,202800,352800
26215,25512,2011-08-05,150000,154200,304200
26216,25512,,150000,99100,250400
26217,25512,2015-09-14,150000,414500,576400
26218,25512,2012-09-27,150000,371900,532700
26219,25512,,150000,455100,615900
26220,25512,2014-07-21,150000,455100,615900
26221,25512,2011-02-07,150000,429200,592100
26222,25512,2016-12-30,150000,429200,592100
26223,25512,2015-11-26,150000,64600,214600
26224,25512,2016-10-15,150000,328400,489300
26225,25512,2013-08-16,150000,328400,489300
26226,25512,2014-01-18,165000,115400,286000
26227,25512,2013-05-24,150000,90000,248900
26228,25512,2015-01-07,165000,542900,749800
26229,25512,2015-01-25,25000,0,25000
26230,25512,2016-09-10,,,
26231,25512,,,,
26232,25512,2010-01-06,80000,208400,288400
26233,25512,2014-02-28,80000,314800,400000
26234,25512,2012-06-07,80000,424300,509200
26235,25512,2014-11-17,80000,512700,592700
26236,25512,2010-07-14,80000,512700,592700
26237,25512,2012-01-03,80000,159500,240000
26238,25512,2014-01-07,80000,280900,363400
26239,25512,2012-06-13,80000,128800,208800
26240,25512,2010-12-27,80000,267400,349400
26241,25512,2015-03-04,80000,116700,196700
26242,25512,2017-09-09,148500,180900,329400
26243,25512,2017-03-01,148500,181100,338000
26244,25512,2012-05-29,148500,196000,353200
26245,25512,2015-11-23,135000,106100,247700
26246,25512,2011-03-19,175000,151500,335700
26247,25512,2010-08-22,175000,260700,435700
26248,25512,2012-01-19,175000,131200,306200
26249,25512,2016-11-30,175000,273400,451000
26250,25512,2014-11-10,175000,337700,512700
26251,25512,2015-03-07,175000,478200,653900
26252,25512,2015-06-15,175000,428300,603300
26253,25512,,175000,459100,634100
26254,25512,2017-10-23,113800,107000,226300
26255,25512,2015-05-21,175000,299400,510900
26256,25512,2015-07-26,175000,251100,438300
26257,25512,2012-06-24,175000,280400,459200
26258,25512,2010-11-18,175000,294300,469300
26259,25512,2013-08-26,175000,294300,469300
26260,25512,2011-11-08,175000,605600,780600
26261,25512,2016-08-08,175000,289300,508100
26262,25512,2010-08-11,1600,0,1600
26263,25512,2010-03-12,175000,139500,342500
26264,25512,2012-06-25,175000,270100,447900
26265,25512,2013-09-27,175000,224100,406800
26266,25512,2017-09-11,175000,237800,412800
26267,25512,2012-02-16,175000,154700,332100
26268,25512,2013-12-17,175000,199900,374900
26269,25512,2013-08-28,175000,195800,373100
26270,25512,2011-12-08,175000,198700,373800
26271,25512,2010-04-09,175000,496400,671400
26272,25512,2017-03-09,175000,496400,671400
26273,25512,,195000,467600,662600
26274,25512,2016-10-29,195000,240500,435500
26275,25512,,195000,491300,699200
26276,25512,2013-02-10,175000,345200,520200
26277,25512,2013-12-26,175000,602400,795700
26278,25512,2013-01-24,190800,230500,422200
26279,25512,2015-10-01,190800,320300,511100
26280,25512,2017-02-10,190800,355400,551300
26281,25512,,190800,355400,551300
26282,25512,2011-02-15,190800,207500,398300
26283,25512,2013-11-27,190800,271700,473300
26284,25512,,190800,464400,668000
26285,25512,2013-10-24,190800,464400,668000
26286,25512,2010-10-03,190800,489400,693000
26287,25512,,190800,443600,673000
26288,25512,2017-04-06,190800,386500,590200
26289,25512,2014-07-09,175000,485900,660900
26290,25512,2013-03-13,175000,485900,660900
26291,25512,2015-02-11,195000,320100,515100
26292,25512,2013-05-29,195000,669900,923500
26293,25512,2010-01-27,195000,669900,923500
26294,25512,,195000,739600,934600
26295,25512,2011-09-03,214500,678000,892500
26296,25512,,214500,678000,892500
26297,25512,2014-10-11,195000,206200,407900
26298,25512,2015-02-17,195000,451700,647500
26299,25512,2017-04-21,105000,58600,163600
26300,25512,2012-02-09,105000,58600,163600
26301,25512,2012-09-27,,,
26302,25512,,150000,130000,287300
26303,25512,2017-04-17,150000,130000,287300
26304,25512,,,,
26305,25512,,,,
26306,25512,2012-09-30,,,
26307,25512,2014-05-06,,,
26308,25512,2017-04-09,,,
26309,25512,2016-04-09,,,
26310,25512,2011-08-30,,,
26311,25512,2013-05-17,,,
26312,25512,2015-07-23,,,
26313,25512,2010-05-26,,,
26314,25512,2013-09-21,,,
26315,25512,2011-06-03,,,
26316,25512,2012-04-24,,,
26317,25512,2014-05-18,,,
26318,25512,2017-03-18,,,
26319,25512,2010-09-08,,,
26320,25512,2014-07-05,,,
26321,25512,2016-11-04,,,
26322,25512,2010-11-15,214500,353800,584200
26323,25512,2016-09-12,214500,218600,433100
26324,25512,2016-03-18,214500,355400,569900
26325,25512,2017-07-14,214500,0,214500
26326,25512,2015-12-29,214500,300400,514900
26327,25512,2015-11-05,214500,277900,495800
26328,25512,2011-01-13,214500,27700,242200
26329,25512,2015-05-11,214500,218700,433200
26330,25512,,214500,156800,371300
26331,25512,2012-07-30,195000,349200,559700
26332,25512,2017-03-09,195000,95100,290100
26333,25512,2010-09-25,214500,556300,772200
26334,25512,2015-11-02,214500,592300,806800
26335,25512,2015-12-12,195000,41900,239300
26336,25512,2011-01-05,405600,0,405600
26337,25512,2016-10-04,405600,0,405600
26338,25512,2017-05-15,195000,168000,364100
26339,25512,2012-09-08,214500,183300,402800
26340,25512,2011-06-18,214500,417100,631600
26341,25512,2012-07-04,195000,200300,395300
26342,25512,2012-11-29,195000,69100,264100
26343,25512,2014-03-08,214500,158300,372800
26344,25512,2015-10-13,,,
26345,25512,2011-06-30,195000,341700,536700
26346,25512,2016-06-05,214500,114100,334900
26347,25512,,214500,0,214500
26348,25512,2010-02-15,195000,158600,353600
26349,25512,2017-03-24,214500,456900,671400
26350,25512,,214500,293400,509000
26351,25512,2011-12-08,117000,319200,436200
26352,25512,2012-11-04,117000,126300,244500
26353,25512,2016-12-21,195000,0,195000
26354,25512,2011-04-26,214500,121800,336300
26355,25512,2016-05-06,,,
26356,25512,2016-03-19,,,
26357,25512,2014-08-02,,,
26358,25512,,,,
26359,25512,2013-06-01,,,
26360,25512,,,,
26361,25512,2014-07-02,,,
26362,25512,2011-08-22,,,
26363,25512,,,,
26364,25512,,,,
26365,25512,2011-03-07,,,
26366,25512,2013-06-29,,,
26367,25512,2017-01-20,,,
26368,25512,2017-09-22,,,
26369,25512,2017-02-13,,,
26370,25512,2013-09-16,,,
26371,25512,2017-04-16,,,
26372,25512,2013-08-20,,,
26373,25512,2014-07-12,,,
26374,25512,2010-01-11,,,
26375,25512,2015-10-24,,,
26376,25512,2015-11-02,,,
26377,25512,,,,
26378,25512,2011-03-10,,,
26379,25512,2016-08-27,,,
26380,25512,2010-01-09,,,
26381,25512,2010-02-02,,,
26382,25512,2012-05-17,,,
26383,25512,2012-03-19,,,
26384,25512,2014-09-16,,,
26385,25512,2014-12-01,,,
26386,25512,2012-01-14,,,
26387,25512,2012-12-12,,,
26388,25512,2013-09-18,,,
26389,25512,2013-01-28,,,
26390,25512,2010-05-03,,,
26391,25512,2012-10-31,,,
26392,25512,2016-02-23,,,
26393,25512,2011-05-31,,,
26394,25512,2016-10-24,,,
26395,25512,2012-12-05,,,
26396,25512,2016-01-09,,,
26397,25512,2014-02-12,,,
26398,25512,2010-10-19,,,
26399,25512,2013-05-29,,,
26400,25512,2011-04-14,,,
26401,25512,2012-09-30,,,
26402,25512,2015-05-23,,,
26403,25512,,,,
26404,25512,2015-09-19,,,
26405,25512,2015-11-09,,,
26406,25512,2010-04-04,,,
26407,25512,2017-07-02,,,
26408,25512,2011-02-03,,,
26409,25512,2015-04-08,,,
26410,25512,2010-04-10,,,
26411,25512,,,,
26412,25512,2011-01-15,,,
26413,25512,2016-07-13,,,
26414,25512,2014-05-09,,,
26415,25512,2013-05-04,,,
26416,25512,2012-02-09,,,
26417,25512,2013-06-02,,,
26418,25512,2017-12-11,,,
26419,25512,,,,
26420,25512,2017-11-06,,,
26421,25512,2017-04-03,,,
26422,25512,2016-04-28,,,
26423,25512,2013-05-06,,,
26424,25512,2010-07-21,,,
26425,25512,2016-01-01,,,
26426,25512,2017-08-08,,,
26427,25512,2017-03-23,,,
26428,25512,2015-01-21,,,
26429,25512,2012-06-12,,,
26430,25512,2014-10-21,,,
26431,25512,2014-10-19,,,
26432,25512,2012-11-23,,,
26433,25512,2013-07-01,,,
26434,25512,2015-06-11,,,
26435,25512,2017-04-05,,,
26436,25512,2016-03-07,,,
26437,25512,2014-04-28,,,
26438,25512,2013-04-05,,,
26439,25512,2011-12-24,,,
26440,25512,2010-03-07,,,
26441,25512,2010-05-14,,,
26442,25512,,,,
26443,25512,2010-07-29,,,
26444,25512,2015-12-27,,,
26445,25512,2014-08-21,,,
26446,25512,2014-08-11,,,
26447,25512,2017-12-02,,,
26448,25512,,,,
26449,25512,2014-03-11,,,
26450,25512,2012-01-21,,,
26451,25512,2011-08-06,,,
26452,25512,2012-09-19,,,
26453,25512,2014-07-08,,,
26454,25512,2010-10-31,,,
26455,25512,,,,
26456,25512,2014-02-07,,,
26457,25512,2010-04-03,,,
26458,25512,,,,
26459,25512,2013-07-01,,,
26460,25512,2012-06-09,,,
26461,25512,2012-10-15,,,
26462,25512,2011-12-09,,,
26463,25512,,,,
26464,25512,2016-09-09,,,
26465,25512,2013-10-20,,,
26466,25512,,,,
26467,25512,2010-07-17,,,
26468,25512,2014-11-17,,,
26469,25512,2014-09-21,,,
26470,25512,2016-02-10,,,
26471,25512,2011-08-06,,,
26472,25512,2012-02-29,,,
26473,25512,2013-01-27,,,
26474,25512,2013-12-14,,,
26475,25512,2012-08-04,,,
26476,25512,2013-09-27,,,
26477,25512,2013-04-21,,,
26478,25512,2012-05-12,,,
26479,25512,2013-07-03,,,
26480,25512,2010-12-07,,,
26481,25512,2017-04-14,,,
26482,25512,2012-06-01,,,
26483,25512,2015-10-16,,,
26484,25512,2014-08-29,214500,251100,478500
26485,25512,2015-04-21,214500,475200,702500
26486,25512,2016-05-23,214500,475200,702500
26487,25512,2016-09-08,214500,78400,299400
26488,25512,2012-05-24,214500,144200,358700
26489,25512,2013-01-07,214500,124500,342000
26490,25512,2011-02-19,234000,532000,766000
26491,25512,2010-09-06,214500,151300,366900
26492,25512,,214500,80200,295100
26493,25512,2014-06-10,214500,128000,350900
26494,25512,2017-10-20,214500,123000,338300
26495,25512,2016-04-01,214500,112700,336000
26496,25512,2010-10-13,,,
26497,25512,2010-05-06,,,
26498,25512,2011-03-08,,,
26499,25512,2013-05-10,,,
26500,25512,,196000,109600,305600
26501,25512,2016-06-09,432000,485700,917700
26502,25512,2010-06-09,180000,127900,311200
26503,25512,2015-05-04,,,
26504,25512,2011-12-21,75000,294200,369200
26505,25512,2013-09-26,216000,0,216000
26506,25512,2010-02-16,216000,0,216000
26507,25512,2010-09-22,75000,435900,510900
26508,25512,2011-07-23,75000,435900,510900
26509,25512,2017-11-12,75000,435900,510900
26510,25512,2017-06-19,75000,332200,407200
26511,25512,,75000,234400,309400
26512,25512,2016-02-11,75000,305100,380100
26513,25512,,75000,230000,305000
26514,25512,2016-10-26,75000,233900,311900
26515,25512,2016-04-05,75000,233900,311900
26516,25512,,75000,130300,205300
26517,25512,2013-09-01,75000,186300,261300
26518,25512,,,,
26519,25512,2013-02-18,,,
26520,25512,,,,
26521,25512,2015-05-09,,,
26522,25512,2017-09-08,,,
26523,25512,2014-10-09,,,
26524,25512,2013-01-07,,,
26525,25512,2010-05-18,,,
26526,25512,2011-09-18,,,
26527,25512,2012-06-27,,,
26528,25512,2017-08-20,,,
26529,25512,2016-06-12,,,
26530,25512,2013-04-16,,,
26531,25512,2014-07-13,,,
26532,25512,2010-11-28,,,
26533,25512,2012-05-01,,,
26534,25512,2011-06-09,,,
26535,25512,2017-05-02,,,
26536,25512,2012-11-07,,,
26537,25512,2016-02-06,,,
26538,25512,2015-03-14,,,
26539,25512,2014-03-17,,,
26540,25512,2013-10-17,,,
26541,25512,2012-11-21,,,
26542,25512,2010-09-19,,,
