RentalID,PropertyID,ClientID,RentalPrice,RentalStartDate,RentalEndDate
27688,42179,7455,2211.5,2011-01-01,2011-01-24
27689,16376,15370,,2013-01-01,2013-01-30
27690,27073,42704,1784.26,2017-01-01,2016-12-25
27691,31001,20667,2029.59,2013-01-01,2013-01-12
27692,40857,33635,2439.41,2016-01-01,2015-12-18
27693,39211,19004,1336.02,2017-01-01,2016-12-18
27694,17078,42913,,2012-01-01,2011-12-17
27695,2946,51977,1064.7,2016-01-01,2016-01-29
27696,25863,29195,2594.98,2013-01-01,2012-12-25
27697,43522,4023,1403.73,2012-01-01,2012-01-25
27698,30306,43921,730.43,2010-01-01,2009-12-06
27699,23115,40288,,2017-01-01,2016-12-27
27700,37476,20635,2350.82,2016-01-01,2015-12-18
27701,23758,46894,,2015-01-01,2014-12-17
27702,4739,52571,1754.34,2017-01-01,2017-01-15
27703,20289,31276,2881.03,2015-01-01,2015-01-27
27704,39366,16628,1867.69,2012-01-01,2012-01-23
27705,39148,38538,2096.7,2016-01-01,2015-12-09
27706,49061,51858,1746.26,2011-01-01,2011-01-28
27707,52683,46373,2088.06,2013-01-01,2012-12-26
27708,28847,19002,2231.62,2015-01-01,2015-01-16
27709,47275,29999,2201.54,2017-01-01,2016-12-08
27710,23350,46778,2971.68,2013-01-01,2013-01-31
27711,49794,39343,2967.69,2016-01-01,2015-12-07
27712,15451,21518,1921.42,2015-01-01,2014-12-27
27713,46902,2521,2683.86,2017-01-01,2016-12-26
27714,4406,37687,2434.38,2011-01-01,2011-01-26
27715,23790,38766,2870.04,2014-01-01,2014-01-14
27716,2152,30873,1365.06,2016-01-01,2015-12-18
27717,38730,11286,714.08,2017-01-01,2016-12-24
27718,43937,23232,1765.07,2013-01-01,2013-01-31
27719,53315,9145,2786.87,2015-01-01,2014-12-11
27720,11728,43195,2687.04,2016-01-01,2015-12-29
27721,8892,42996,1697.27,2017-01-01,2017-01-25
27722,54885,17921,1207.96,2013-01-01,2012-12-24
27723,36093,33221,2355.77,2014-01-01,2014-01-17
27724,55841,6214,2320.85,2016-01-01,2015-12-19
27725,43715,52422,2722.7,2016-01-01,2015-12-04
27726,24726,50480,1058.69,2018-01-01,2018-01-11
27727,15268,32836,1849.15,2013-01-01,2013-01-07
27728,34055,50570,772.02,2013-01-01,2013-01-28
27729,4054,21104,2797.8,2011-01-01,2010-12-26
27730,24389,50882,1456.22,2015-01-01,2014-12-22
27731,9593,34781,2349.97,2016-01-01,2016-01-18
27732,39971,53656,1038.99,2012-01-01,2012-01-12
27733,20971,16908,,2010-01-01,2009-12-16
27734,49085,48018,1386.71,2010-01-01,2010-01-22
27735,53040,14581,768.13,2014-01-01,2013-12-30
27736,28450,13616,1725.35,2016-01-01,2015-12-12
27737,37480,6957,1661.96,2016-01-01,2015-12-16
27738,19527,44724,671.29,2014-01-01,2014-01-27
27739,5577,29480,1902.82,2017-01-01,2017-01-27
27740,42662,44987,,2014-01-01,2014-01-13
27741,31029,19668,1083.23,2013-01-01,2012-12-30
27742,1369,40744,1862.72,2017-01-01,2017-01-07
27743,29873,8682,1432.96,2011-01-01,2010-12-10
27744,15141,20689,710.92,2014-01-01,2014-01-14
27745,3616,53759,644.19,2017-01-01,2017-01-20
27746,52317,29413,1046.37,2014-01-01,2014-01-10
27747,12370,51822,999.74,2014-01-01,2013-12-24
27748,12193,46032,,2016-01-01,2015-12-31
27749,31001,1530,1191.43,2015-01-01,2014-12-24
27750,44202,34753,1182.29,2012-01-01,2011-12-08
27751,26752,45111,1671.14,2012-01-01,2011-12-27
27752,48366,22881,2082.79,2010-01-01,2010-01-11
27753,51149,36369,1078.61,2010-01-01,2010-01-06
27754,34214,49238,1712.51,2016-01-01,2016-01-15
27755,14579,11119,2335.51,2013-01-01,2012-12-25
27756,25344,33498,1558.96,2012-01-01,2011-12-21
27757,5863,50665,1776.82,2013-01-01,2012-12-20
27758,40995,52824,1148.62,2018-01-01,2018-01-27
27759,6411,8763,791.3,2015-01-01,2014-12-05
27760,53095,43224,888.67,2011-01-01,2011-01-12
27761,24201,26190,,2015-01-01,2014-12-29
27762,3798,22654,,2017-01-01,2016-12-05
27763,44597,12169,2708.83,2014-01-01,2014-01-24
27764,29246,262,1997.91,2016-01-01,2015-12-08
27765,38705,1002,1266.83,2016-01-01,2016-01-05
27766,22926,28975,2599.32,2013-01-01,2012-12-30
27767,21408,40495,568.36,2017-01-01,2017-01-21
27768,31732,1175,2783.13,2013-01-01,2013-01-20
27769,13950,6785,1184.82,2013-01-01,2013-02-01
27770,7875,39823,970.1,2016-01-01,2016-01-29
27771,7633,32655,2313.58,2014-01-01,2014-01-10
27772,54234,29586,2338.11,2013-01-01,2012-12-12
27773,40203,23542,,2011-01-01,2010-12-15
27774,48884,9555,1948.95,2017-01-01,2016-12-24
27775,30926,9704,1234.46,2017-01-01,2016-12-07
27776,41682,8913,2616.44,2014-01-01,2013-12-06
27777,33782,26055,1930.39,2017-01-01,2017-01-24
27778,39070,16516,1727.72,2018-01-01,2018-01-04
27779,40076,11845,2863.71,2016-01-01,2016-01-22
27780,49753,9244,1312.06,2016-01-01,2016-01-07
27781,18453,840,1400.32,2011-01-01,2011-01-25
27782,450,33199,1829.09,2016-01-01,2015-12-04
27783,31571,34031,,2013-01-01,2012-12-26
27784,15275,39711,526.78,2012-01-01,2011-12-04
27785,16901,37295,1280.72,2016-01-01,2015-12-15
27786,56145,35781,2307.68,2013-01-01,2013-01-28
27787,27782,47006,,2016-01-01,2016-01-24
27788,44623,21283,1696.17,2010-01-01,2010-01-19
27789,38370,1685,2148.83,2015-01-01,2014-12-30
27790,11407,35269,2037.44,2011-01-01,2010-12-16
27791,22766,5635,1134.86,2018-01-01,2018-01-12
27792,5294,53612,2092.11,2010-01-01,2009-12-22
27793,21518,997,985.16,2016-01-01,2016-01-06
27794,32244,40229,1168.9,2012-01-01,2012-01-09
27795,20774,13868,623.81,2011-01-01,2010-12-21
27796,49702,6663,,2015-01-01,2014-12-07
27797,41688,32247,2507.78,2011-01-01,2010-12-12
27798,7994,7830,608.01,2010-01-01,2009-12-28
27799,29374,33932,2105.51,2015-01-01,2014-12-24
27800,10016,10697,2289.86,2012-01-01,2012-01-02
27801,20478,42092,2462.57,2012-01-01,2012-01-16
27802,55907,45202,2662.86,2014-01-01,2013-12-18
27803,9370,4132,2568.89,2015-01-01,2014-12-20
27804,30935,41875,2852.61,2015-01-01,2015-01-14
27805,22919,38242,1321.2,2013-01-01,2012-12-14
27806,26226,52929,1416.13,2016-01-01,2015-12-07
27807,12731,9416,604.02,2011-01-01,2011-01-26
27808,22190,44827,1740.95,2014-01-01,2014-01-18
27809,52288,50937,2078.51,2017-01-01,2017-01-21
27810,37494,44147,919.16,2016-01-01,2016-01-20
27811,33456,11709,2331.64,2014-01-01,2014-01-22
27812,37290,44263,,2016-01-01,2016-01-22
27813,32365,35006,2028.18,2012-01-01,2012-01-06
27814,24820,7907,682.94,2012-01-01,2011-12-19
27815,30290,726,2146.91,2012-01-01,2011-12-17
27816,1722,42965,593.49,2015-01-01,2014-12-17
27817,19820,30368,2951.71,2014-01-01,2014-01-08
27818,9254,12556,733.04,2014-01-01,2014-01-08
27819,34942,15441,1091.76,2017-01-01,2016-12-27
27820,907,33232,2272.19,2013-01-01,2013-01-03
27821,23716,100,514.79,2014-01-01,2014-01-27
27822,51890,31951,2563.88,2016-01-01,2016-01-08
27823,33310,19381,2950.1,2012-01-01,2012-01-07
27824,14212,18166,2715.92,2014-01-01,2013-12-03
27825,26535,1901,2450.91,2013-01-01,2013-01-10
27826,22389,15146,1966.89,2015-01-01,2014-12-23
27827,11324,12788,2797.09,2014-01-01,2014-01-19
27828,40146,26755,958.34,2010-01-01,2009-12-10
27829,8622,39211,2207,2013-01-01,2013-01-18
27830,20655,35157,2167.09,2017-01-01,2017-01-08
27831,9545,14159,763.65,2011-01-01,2010-12-07
27832,28423,15184,1413.04,2014-01-01,2014-01-09
27833,36550,52933,1392.62,2016-01-01,2015-12-24
27834,11579,16901,1415.94,2014-01-01,2013-12-18
27835,28019,21040,1945.85,2013-01-01,2012-12-30
27836,7812,38636,1756.81,2016-01-01,2016-01-03
27837,35608,17996,1506.17,2013-01-01,2013-01-01
27838,13169,10336,2626.17,2017-01-01,2017-01-08
27839,37221,43909,1012,2011-01-01,2010-12-08
27840,40894,46671,2917.1,2011-01-01,2011-01-27
27841,21308,11372,,2018-01-01,2017-12-31
27842,9641,14239,2525.71,2010-01-01,2009-12-15
27843,50950,4109,1259.68,2011-01-01,2010-12-30
27844,26809,51892,1739.02,2016-01-01,2016-01-12
27845,49719,17383,1206.67,2013-01-01,2012-12-12
27846,28388,49846,1672.25,2018-01-01,2017-12-19
27847,27368,2438,1336,2016-01-01,2015-12-13
27848,19649,38643,1141.54,2011-01-01,2011-01-25
27849,10337,28076,1504.36,2010-01-01,2009-12-21
27850,49116,2169,2707.38,2013-01-01,2013-01-11
27851,12202,958,1719.94,2013-01-01,2013-01-10
27852,47117,12258,1180.87,2013-01-01,2012-12-08
27853,44645,37403,1551.23,2014-01-01,2013-12-17
27854,21041,49518,1110.57,2016-01-01,2016-01-26
27855,34660,1869,,2013-01-01,2012-12-11
27856,26673,4935,2799.04,2011-01-01,2010-12-12
27857,28304,27654,,2010-01-01,2009-12-21
27858,53594,13422,1100.54,2015-01-01,2014-12-07
27859,40838,7462,2561.96,2013-01-01,2013-01-26
27860,252,30957,1977.93,2013-01-01,2012-12-13
27861,12268,4210,2223.69,2014-01-01,2013-12-18
27862,13668,23057,1273.84,2015-01-01,2014-12-14
27863,29319,47562,2995.41,2013-01-01,2013-01-01
27864,5761,38615,2000.39,2015-01-01,2014-12-22
27865,55469,15016,2313.73,2014-01-01,2013-12-16
27866,9404,46471,1466.6,2013-01-01,2012-12-10
27867,32816,35636,847,2012-01-01,2012-01-08
27868,20476,33029,2680.96,2015-01-01,2015-01-05
27869,39312,40060,989.1,2015-01-01,2014-12-30
27870,4675,26509,2976.95,2017-01-01,2016-12-17
27871,7865,7072,1068.64,2018-01-01,2017-12-29
27872,18045,6620,525.67,2011-01-01,2011-01-15
27873,34199,36319,2724.46,2013-01-01,2013-01-27
27874,35189,44195,2875.42,2011-01-01,2011-01-29
27875,54490,13317,1917.22,2012-01-01,2012-01-06
27876,55970,14631,2798.37,2017-01-01,2016-12-05
27877,4854,44903,2312.4,2017-01-01,2016-12-16
27878,34173,47414,1505.55,2010-01-01,2009-12-19
27879,14742,37722,2836.03,2015-01-01,2015-01-18
27880,3944,14109,2313.12,2014-01-01,2014-01-18
27881,28126,18029,2815.77,2016-01-01,2015-12-06
27882,39258,33884,,2018-01-01,2017-12-26
27883,11487,41496,2298.85,2014-01-01,2013-12-15
27884,11208,19524,575.33,2014-01-01,2013-12-21
27885,45691,36438,594.41,2017-01-01,2016-12-21
27886,5814,30355,1263.76,2012-01-01,2012-01-15
27887,14313,8713,1188.75,2018-01-01,2018-01-18
27888,51028,2799,2489.46,2010-01-01,2009-12-13
27889,5371,50770,1259.66,2013-01-01,2013-01-06
27890,37792,13599,2210.57,2011-01-01,2011-01-26
27891,12699,26076,1830.61,2012-01-01,2012-01-24
27892,34919,35496,2398.69,2014-01-01,2014-01-27
27893,55326,6,1299.65,2010-01-01,2009-12-03
27894,30320,44530,1900.79,2014-01-01,2013-12-12
27895,12177,2131,2567.25,2012-01-01,2011-12-13
27896,37868,51907,2112.77,2013-01-01,2013-01-23
27897,39542,42416,2671.35,2015-01-01,2015-01-15
27898,11192,10774,1142.73,2014-01-01,2014-01-11
27899,18161,7076,,2016-01-01,2015-12-22
27900,42547,42511,2407.27,2015-01-01,2014-12-11
27901,31160,9862,2910.94,2012-01-01,2011-12-20
27902,35391,20168,1811.9,2013-01-01,2012-12-29
27903,17165,27490,1704.75,2014-01-01,2014-01-31
27904,25469,27772,2341.57,2012-01-01,2012-01-28
27905,11713,35179,1715.31,2017-01-01,2017-01-03
27906,37510,16719,1124.65,2014-01-01,2013-12-10
27907,45551,47560,,2017-01-01,2017-01-31
27908,26457,28511,1962.97,2011-01-01,2010-12-06
27909,20077,6768,2554,2015-01-01,2015-01-05
27910,55655,30818,1148.71,2013-01-01,2013-01-23
27911,49926,46173,2307.53,2016-01-01,2015-12-04
27912,13471,27703,1478.07,2015-01-01,2014-12-09
27913,38688,51398,1710.96,2012-01-01,2012-01-16
27914,43539,41697,1859.42,2018-01-01,2018-01-30
27915,12929,40612,661.44,2011-01-01,2011-01-30
27916,24476,43052,2883.7,2016-01-01,2016-01-16
27917,8057,41080,2691.81,2017-01-01,2017-01-11
27918,55226,2727,,2018-01-01,2017-12-15
27919,51383,52619,732.93,2012-01-01,2012-01-21
27920,30387,40996,1231.32,2013-01-01,2012-12-07
27921,28232,26990,2972.7,2016-01-01,2016-01-11
27922,46336,41094,2874.51,2012-01-01,2011-12-18
27923,13698,32322,,2015-01-01,2014-12-16
27924,39670,6243,933.19,2014-01-01,2013-12-14
27925,38521,52563,1831.3,2017-01-01,2017-01-16
27926,45203,21627,1553.27,2017-01-01,2017-01-22
27927,26966,39984,1532.47,2016-01-01,2016-01-12
27928,34068,22011,630.38,2012-01-01,2011-12-22
27929,39232,21099,985.17,2014-01-01,2013-12-23
27930,56360,48333,519.03,2016-01-01,2015-12-27
27931,6987,17034,1439.43,2015-01-01,2015-01-21
27932,13224,6493,2788.47,2011-01-01,2011-01-29
27933,43825,51999,,2018-01-01,2017-12-14
27934,5877,47144,716.13,2012-01-01,2012-01-24
27935,36713,14979,2889.14,2016-01-01,2015-12-06
27936,40612,27440,2547.58,2012-01-01,2012-01-21
27937,44059,37239,2041.49,2011-01-01,2011-01-30
27938,49838,49454,2141.81,2011-01-01,2011-01-11
27939,15487,21512,885.83,2016-01-01,2015-12-30
27940,24402,36030,2912.19,2017-01-01,2016-12-13
27941,54406,29653,,2011-01-01,2011-01-05
27942,42479,26548,642.63,2016-01-01,2015-12-12
27943,50506,33788,2628.92,2010-01-01,2010-01-01
27944,6164,22846,913.3,2016-01-01,2016-01-25
27945,44160,41681,505.25,2016-01-01,2015-12-30
27946,24303,2284,2389.51,2015-01-01,2014-12-26
27947,20300,28726,,2013-01-01,2013-01-31
27948,7027,37127,,2016-01-01,2016-01-17
27949,26559,47015,1262.08,2011-01-01,2010-12-14
27950,35696,17674,2193.3,2017-01-01,2016-12-07
27951,39187,16447,2399.03,2015-01-01,2014-12-11
27952,22957,10978,1429.11,2014-01-01,2014-01-15
27953,31127,53152,,2012-01-01,2012-01-30
27954,9396,45058,1680.71,2015-01-01,2014-12-17
27955,11488,40835,1441.12,2017-01-01,2017-01-02
27956,46373,18403,1046.69,2017-01-01,2017-01-31
27957,18757,21159,613.1,2013-01-01,2013-01-27
27958,12610,44149,1769.46,2013-01-01,2012-12-05
27959,43669,53086,719.26,2016-01-01,2016-01-21
27960,7674,25794,1351.22,2011-01-01,2011-01-30
27961,41119,885,1063.61,2016-01-01,2016-01-07
27962,52093,51556,1338.74,2014-01-01,2014-01-21
27963,38025,13970,1426.03,2015-01-01,2014-12-26
27964,35540,50075,790.02,2015-01-01,2014-12-13
27965,38599,5804,1061.95,2018-01-01,2017-12-27
27966,54532,30090,1341.3,2013-01-01,2013-01-10
27967,50061,42865,1114.51,2016-01-01,2016-01-29
27968,21156,19972,1831.03,2011-01-01,2010-12-02
27969,32530,49591,1645.67,2016-01-01,2016-01-08
27970,19492,44311,2830.85,2013-01-01,2012-12-10
27971,39137,14582,1067.6,2012-01-01,2011-12-29
27972,8661,32632,2190.77,2014-01-01,2013-12-11
27973,12223,35799,2479.84,2012-01-01,2011-12-04
27974,38118,51352,788.92,2011-01-01,2011-01-09
27975,56235,51544,2864.72,2010-01-01,2010-01-14
27976,48521,52728,589.8,2011-01-01,2011-01-29
27977,4840,42162,1437.9,2013-01-01,2012-12-05
27978,12917,43571,824.4,2018-01-01,2017-12-19
27979,44011,50024,1899.08,2012-01-01,2012-01-19
27980,45509,25140,1497.71,2017-01-01,2017-01-19
27981,30810,27909,1214.23,2014-01-01,2014-01-26
27982,37148,44848,2024.09,2010-01-01,2009-12-17
27983,19630,4417,1563.75,2017-01-01,2017-01-25
27984,50833,20291,2001.09,2013-01-01,2013-01-11
27985,21672,30958,952.16,2016-01-01,2015-12-27
27986,52760,29380,2261.22,2015-01-01,2014-12-05
27987,48245,7621,2837.44,2015-01-01,2014-12-05
27988,48832,47183,757.55,2014-01-01,2014-01-17
27989,24158,11398,768.02,2017-01-01,2016-12-18
27990,36525,6896,1615.06,2012-01-01,2011-12-17
27991,38328,43802,2598.93,2014-01-01,2013-12-19
27992,46701,38872,2077.95,2013-01-01,2012-12-03
27993,41597,53527,1112.83,2016-01-01,2016-01-16
27994,50310,7418,1006.7,2018-01-01,2017-12-30
27995,43816,39759,2579.07,2016-01-01,2016-01-16
27996,45146,7113,1128.73,2016-01-01,2015-12-25
27997,41362,37595,2702.94,2011-01-01,2010-12-04
27998,49979,14980,804.62,2013-01-01,2013-01-24
27999,31953,41231,937.51,2013-01-01,2013-01-20
28000,55993,2680,1265.33,2010-01-01,2009-12-18
28001,3913,10614,2339.79,2017-01-01,2016-12-10
28002,32716,41521,896.34,2010-01-01,2009-12-16
28003,5602,38770,2230.16,2011-01-01,2010-12-19
28004,22094,24274,2773.75,2012-01-01,2011-12-10
28005,10290,33123,643.59,2018-01-01,2017-12-08
28006,55381,30376,2977.57,2014-01-01,2013-12-06
28007,43439,20887,876.34,2013-01-01,2013-01-08
28008,41518,517,2174.62,2012-01-01,2012-01-25
28009,13369,19247,1881.59,2016-01-01,2016-01-26
28010,31447,21127,,2018-01-01,2018-01-03
28011,17623,38339,1997.64,2016-01-01,2016-01-08
28012,24555,2566,2159.56,2015-01-01,2014-12-12
28013,5622,32579,2268.37,2011-01-01,2010-12-29
28014,10700,6184,2828.21,2015-01-01,2014-12-03
28015,27733,36622,2877.96,2011-01-01,2010-12-05
28016,39968,45216,2399.2,2015-01-01,2014-12-14
28017,54734,27879,,2016-01-01,2016-01-10
28018,4902,34897,2956.87,2012-01-01,2012-01-14
28019,46310,24815,1821.29,2016-01-01,2016-01-15
28020,10712,35311,954.74,2016-01-01,2015-12-20
28021,3999,37393,,2012-01-01,2012-01-06
28022,6984,38143,1301.89,2011-01-01,2011-01-08
28023,41190,23376,2127.4,2015-01-01,2015-01-09
28024,34982,37290,1631.19,2012-01-01,2012-01-21
28025,4399,21493,,2014-01-01,2013-12-19
28026,51174,12981,609.98,2013-01-01,2013-01-20
28027,43029,51138,1210.75,2015-01-01,2014-12-11
28028,21445,9011,782.81,2011-01-01,2010-12-18
28029,31856,52038,1741.02,2013-01-01,2012-12-27
28030,55831,41989,1539.84,2013-01-01,2012-12-25
28031,6718,13545,756.43,2010-01-01,2009-12-31
28032,44564,39130,1882.1,2013-01-01,2013-01-29
28033,21809,46260,1454.7,2016-01-01,2016-01-22
28034,13168,28825,1429.71,2012-01-01,2012-01-21
28035,590,53735,2220.88,2018-01-01,2018-01-28
28036,19617,33433,,2014-01-01,2013-12-07
28037,31181,44106,896.77,2013-01-01,2013-01-10
28038,28558,30528,755.29,2016-01-01,2015-12-09
28039,42808,11932,725.38,2014-01-01,2014-01-24
28040,35021,45387,1987.73,2013-01-01,2012-12-10
28041,39979,20963,638.92,2010-01-01,2010-01-14
28042,38153,23687,2994.26,2013-01-01,2013-01-19
28043,18547,9716,1848.79,2015-01-01,2014-12-18
28044,16453,9783,2843.07,2012-01-01,2011-12-11
28045,28599,45904,2421.91,2010-01-01,2010-01-15
28046,21832,33805,887.11,2018-01-01,2018-01-24
28047,22716,31947,1271.73,2015-01-01,2014-12-25
28048,27152,35559,2608.39,2012-01-01,2012-01-23
28049,26503,6459,1325.12,2014-01-01,2014-01-24
28050,19364,16235,1804.08,2012-01-01,2012-01-23
28051,39313,3301,2551.94,2012-01-01,2011-12-11
28052,7807,31923,1769.96,2018-01-01,2017-12-03
28053,24813,25556,2226.02,2012-01-01,2012-01-15
28054,23360,3048,1366.45,2012-01-01,2012-01-08
28055,29681,52127,1706.83,2010-01-01,2009-12-22
28056,46363,26470,1994.14,2017-01-01,2017-01-20
28057,3932,47324,2273.14,2017-01-01,2017-01-01
28058,22850,52060,824.34,2015-01-01,2014-12-12
28059,25468,16877,2811.05,2011-01-01,2010-12-24
28060,44678,45116,1999.75,2015-01-01,2014-12-29
28061,15345,16282,943.5,2018-01-01,2018-01-10
28062,56278,49713,1313.35,2012-01-01,2011-12-15
28063,47537,8580,,2011-01-01,2010-12-09
28064,41816,34395,1696.45,2013-01-01,2012-12-24
28065,55861,2719,1652.18,2017-01-01,2017-01-30
28066,28209,6253,2513.3,2011-01-01,2010-12-18
28067,45597,34112,2790.36,2012-01-01,2011-12-08
28068,40636,2768,2827.32,2013-01-01,2013-01-17
28069,14634,28192,2089.15,2017-01-01,2017-01-29
28070,53677,40201,624.02,2015-01-01,2015-01-27
28071,18385,9689,736.01,2014-01-01,2014-01-28
28072,2262,38187,2010.24,2012-01-01,2012-01-03
28073,28525,21037,1324.1,2011-01-01,2011-01-14
28074,18935,8723,1613.41,2014-01-01,2014-01-05
28075,39476,37657,1222.53,2010-01-01,2009-12-04
28076,13615,28802,,2015-01-01,2015-01-25
28077,12311,7881,1763.66,2016-01-01,2015-12-22
28078,32379,33796,2426.77,2010-01-01,2010-01-24
28079,14440,11976,2345.76,2017-01-01,2017-01-18
28080,40795,51244,1552.9,2010-01-01,2009-12-04
28081,15850,20085,978.03,2013-01-01,2012-12-06
28082,50144,18561,1103.36,2014-01-01,2013-12-11
28083,18610,50202,2670.41,2017-01-01,2016-12-11
28084,49683,16727,1049.73,2017-01-01,2017-01-31
28085,16914,20223,1968.17,2016-01-01,2016-01-17
28086,24368,2795,2847.29,2014-01-01,2013-12-04
28087,46720,37870,2316.75,2012-01-01,2012-01-12
28088,18732,29489,2979.76,2016-01-01,2015-12-22
28089,4773,36174,2590.45,2016-01-01,2016-01-07
28090,12295,35050,772.83,2015-01-01,2015-01-31
28091,20933,21724,1400.58,2017-01-01,2016-12-05
28092,47931,19785,2177.54,2011-01-01,2011-01-21
28093,257,43799,,2017-01-01,2017-01-12
28094,45014,28680,,2014-01-01,2014-01-08
28095,16208,43274,2004.98,2010-01-01,2010-01-16
28096,28896,25254,1012.58,2014-01-01,2014-01-19
28097,10508,6546,1297.98,2017-01-01,2017-01-20
28098,18112,17459,1526.09,2016-01-01,2016-01-11
28099,30137,25297,694.24,2016-01-01,2016-01-05
28100,7476,1960,2288.39,2015-01-01,2015-01-20
28101,46829,28584,2737.94,2013-01-01,2013-01-18
28102,55545,33857,2812.03,2014-01-01,2014-01-01
28103,29881,17670,1362.91,2011-01-01,2010-12-08
28104,15078,15067,2821.44,2014-01-01,2014-01-17
28105,36885,33218,2125.19,2016-01-01,2016-01-06
28106,52729,35592,2476.99,2013-01-01,2013-01-24
28107,24428,8794,2801.79,2016-01-01,2015-12-21
28108,14685,38606,2661.69,2014-01-01,2014-01-21
28109,23312,4950,1199.15,2017-01-01,2017-01-31
28110,21986,53362,502.04,2016-01-01,2016-01-06
28111,41999,49977,2759.22,2010-01-01,2009-12-23
28112,39323,39195,1660.96,2015-01-01,2014-12-12
28113,47049,731,656.56,2013-01-01,2012-12-18
28114,2828,37568,1019.32,2016-01-01,2015-12-06
28115,15823,43979,2897.42,2016-01-01,2015-12-31
28116,7992,659,1293.4,2013-01-01,2013-01-02
28117,43108,39470,1725.77,2013-01-01,2012-12-26
28118,24027,51718,603.96,2012-01-01,2012-01-17
28119,41232,50587,1128.33,2015-01-01,2015-01-14
28120,41106,669,1068.22,2014-01-01,2014-01-14
28121,21228,43763,2402.15,2016-01-01,2015-12-12
28122,36855,34945,2674.67,2016-01-01,2016-01-04
28123,37008,43208,2203.86,2017-01-01,2016-12-28
28124,34732,45403,1692.64,2013-01-01,2013-01-17
28125,43231,34595,1718.89,2016-01-01,2015-12-06
28126,31776,16196,936.29,2013-01-01,2012-12-13
28127,40610,15381,,2018-01-01,2017-12-13
28128,18903,48445,,2018-01-01,2018-01-26
28129,18227,39488,2358.84,2013-01-01,2012-12-08
28130,3190,52215,2125.96,2014-01-01,2013-12-08
28131,47374,13392,2948.43,2013-01-01,2012-12-24
28132,50435,9463,2557.97,2011-01-01,2010-12-20
28133,2197,36966,737.22,2013-01-01,2012-12-26
28134,48692,17728,657.79,2013-01-01,2012-12-02
28135,28919,12490,,2013-01-01,2012-12-13
28136,18368,23981,,2014-01-01,2014-01-21
28137,28262,52848,,2011-01-01,2011-01-21
28138,14239,30368,1225.68,2013-01-01,2013-01-03
28139,3653,42635,2232.43,2015-01-01,2015-01-23
28140,36743,4699,1294.7,2015-01-01,2014-12-18
28141,335,44082,851.25,2011-01-01,2010-12-21
28142,31423,38739,1269.25,2013-01-01,2013-01-26
28143,27285,39620,2525.78,2011-01-01,2011-01-17
28144,9059,11051,1247.11,2012-01-01,2011-12-30
28145,45486,25727,1488.05,2010-01-01,2010-01-29
28146,25903,4307,585.12,2012-01-01,2011-12-17
28147,26492,39181,1624.93,2014-01-01,2013-12-07
28148,16376,21177,2177.82,2011-01-01,2011-01-29
28149,8865,29135,1025.46,2013-01-01,2012-12-26
28150,10715,30259,1475.93,2017-01-01,2017-01-05
28151,38507,43343,2931.7,2014-01-01,2014-01-17
28152,25857,49761,2397.84,2013-01-01,2012-12-04
28153,41394,22292,,2013-01-01,2013-01-23
28154,52308,2463,2239.13,2010-01-01,2010-01-14
28155,3099,48561,668.89,2011-01-01,2011-01-05
28156,52450,12851,1103.1,2011-01-01,2011-01-07
28157,34214,38873,2872.09,2011-01-01,2010-12-24
28158,29389,8806,651.43,2012-01-01,2011-12-04
28159,13197,27447,2726.48,2017-01-01,2017-01-24
28160,43364,24483,2540.3,2012-01-01,2012-01-30
28161,39597,8700,1759.25,2011-01-01,2011-01-17
28162,50954,36667,1584.44,2015-01-01,2015-01-08
28163,16117,20872,,2010-01-01,2009-12-30
28164,56256,6343,1891.76,2015-01-01,2014-12-15
28165,23464,46209,536.7,2010-01-01,2009-12-03
28166,52985,30896,1756.79,2012-01-01,2011-12-14
28167,2137,4193,802.45,2016-01-01,2015-12-06
28168,6626,14695,753.34,2018-01-01,2018-01-13
28169,17351,19424,561.27,2011-01-01,2011-01-16
28170,3567,45910,2434.35,2015-01-01,2015-01-10
28171,37422,39254,1963.81,2012-01-01,2012-01-17
28172,38459,12289,1386.67,2011-01-01,2011-01-22
28173,41070,25642,2162.13,2012-01-01,2011-12-19
28174,10417,17314,,2011-01-01,2010-12-31
28175,19200,49750,1755.4,2011-01-01,2010-12-15
28176,54019,10455,1152.42,2010-01-01,2010-01-24
28177,21568,37277,2057.55,2017-01-01,2017-01-16
28178,7890,34766,656.21,2018-01-01,2017-12-14
28179,36865,20752,1143.17,2015-01-01,2014-12-12
28180,45737,53156,2881.76,2012-01-01,2012-01-19
28181,31629,49918,2324.82,2010-01-01,2010-01-27
28182,35168,5947,2963.52,2014-01-01,2014-01-27
28183,22935,44397,708.35,2011-01-01,2010-12-18
28184,9101,41384,1932.93,2014-01-01,2013-12-06
28185,21330,6775,2213.71,2015-01-01,2014-12-15
28186,18754,2746,808.32,2013-01-01,2012-12-27
28187,52962,30099,,2010-01-01,2010-01-03
28188,44156,20691,2969.67,2011-01-01,2010-12-31
28189,36391,28575,2250.39,2016-01-01,2016-01-07
28190,34449,3111,1573.45,2016-01-01,2015-12-18
28191,40546,27325,967.22,2011-01-01,2010-12-21
28192,27817,29589,1057.91,2016-01-01,2015-12-14
28193,50811,46061,2435.49,2014-01-01,2014-01-05
28194,1724,27000,1980.59,2016-01-01,2016-01-29
28195,21301,48246,2751.59,2014-01-01,2014-01-16
28196,35028,13392,1053.55,2014-01-01,2013-12-21
