SaleID,PropertyID,ClientID,AgentID,SalePrice,SaleDate,CommissionPercentage,TotalCommission
33796,27492,50911,19739,78422,2014-02-27,34.11,12387.59
33797,21853,11174,6907,75000,2014-10-31,74.25,8153.62
33798,12643,40244,14404,40000,2014-05-28,55.73,12980.22
33799,52789,52714,1655,286500,2014-07-22,4.21,14933.92
33800,6213,44192,41321,65000,2013-08-08,35.64,10973.09
33801,12166,47973,25504,245000,2014-05-23,23.78,1675.11
33802,23036,21012,5704,147000,2014-01-31,0.1,6091.22
33803,24345,30996,7899,124887,2016-09-13,32.58,9939.34
33804,42336,33562,15549,140000,2015-09-28,25.73,14109.97
33805,41057,31402,51414,100000,2015-04-02,82.56,6184.04
33806,40151,37318,18488,285000,2016-02-18,90.34,11539
33807,1002,43814,9399,33000,2014-11-14,53.88,2251.81
33808,48007,37341,51208,245500,2015-08-07,83.55,11396.64
33809,23044,53272,13130,84000,2014-01-30,44.67,10642.45
33810,37660,40629,23581,178000,2013-09-05,45.21,14422.02
33811,24219,9667,2471,213500,2016-09-02,3.42,12578.64
33812,27254,39524,54620,135000,2013-06-13,23.89,12989.12
33813,23249,31114,2683,230000,2016-05-26,9.74,2209.16
33814,35887,30506,37679,32000,2013-01-18,51.06,7812.48
33815,37902,23371,990,265000,2013-08-06,42.37,
33816,3398,29235,53192,138000,2014-12-31,65.55,5348.15
33817,14518,29513,26619,100000,2016-05-27,52.39,12097.46
33818,2695,7344,7471,35000,2014-12-19,37.38,4696.47
33819,1198,42436,6099,65000,2016-03-31,72.9,6869.5
33820,46021,37381,20070,147000,2016-09-09,,12312.03
33821,53539,23900,28429,209900,2015-07-30,85.96,6469.15
33822,45299,15267,48242,127000,2015-08-18,38.67,6721.36
33823,51541,40560,41411,15000,2014-08-28,87.37,6853.65
33824,33239,10008,18032,15000,2014-08-28,13.23,2012.65
33825,32812,42194,44665,59000,2014-08-15,52.74,11395.66
33826,46454,52141,29480,259900,2015-08-19,68.12,347.76
33827,45095,4555,49118,59000,2014-08-15,43.83,13189.55
33828,8891,35555,11610,294000,2015-12-07,36.8,
33829,38112,30476,12730,95000,2014-09-05,71.08,10079.11
33830,34348,49063,18479,116500,2014-05-05,63.91,184.02
33831,24366,29070,3378,45000,2015-06-24,16.08,13220.14
33832,20972,9739,10500,55000,2015-06-24,26.94,8278.53
33833,23976,33564,20275,118500,2014-12-03,81.66,3733.73
33834,47344,20539,27984,140000,2016-03-25,82.6,1288.34
33835,30303,49097,3627,245000,2016-08-04,2.81,14253.33
33836,42281,2942,9891,148125,2016-04-12,14.82,8871.37
33837,51928,42159,38011,162900,2016-07-13,43.2,635.44
33838,11388,52740,27514,85000,2015-03-13,69.83,9106.76
33839,21555,52997,24075,170000,2016-07-08,26.96,10313.42
33840,23149,27539,18763,156500,2016-08-18,53.34,
33841,13122,3724,56345,140000,2014-08-20,97,10459.71
33842,25893,9836,9441,170000,2016-06-10,33.71,
33843,28449,7040,40439,169000,2016-06-01,2.6,
33844,2393,41925,20805,180000,2016-03-17,,
33845,30800,53212,37539,169000,2016-06-01,46.71,12088.71
33846,11094,50955,1483,180000,2016-03-17,46.67,7519.67
33847,56451,45075,3238,82072,2016-04-25,61.69,6140.53
33848,27168,10096,22167,95100,2016-05-19,11.31,4332.95
33849,31426,51046,54448,180000,2016-03-17,56.86,3789.05
33850,912,32559,54568,90000,2013-04-29,78.69,2953.8
33851,2777,34791,40955,34000,2013-03-07,91.53,11366.9
33852,36694,35732,31770,49000,2013-06-27,95.3,783.7
33853,20654,42704,49434,129300,2013-04-30,67.01,1466.25
33854,18600,30554,44336,195000,2015-05-15,23.82,10975.42
33855,11330,990,7760,89250,2014-05-23,97.52,2440.16
33856,31080,39352,13930,165000,2016-06-13,18.54,10670.4
33857,8475,32091,5263,225500,2016-10-21,0.66,4474.3
33858,47860,48463,41202,128000,2013-06-20,33.35,1495.5
33859,42212,5281,13443,135000,2014-07-25,20.44,562.95
33860,14191,35009,30869,125500,2015-06-12,63.33,5057.59
33861,19042,36816,29062,228550,2015-11-10,13.81,903.06
33862,48152,20835,10417,77000,2014-03-21,,13909.58
33863,35666,4594,43511,80000,2014-04-08,19.64,5942.79
33864,16449,31530,49792,174900,2014-11-19,32.56,3461.05
33865,40413,43212,47449,35000,2013-07-18,26.74,8129.56
33866,42358,19489,8317,39000,2013-07-26,69.46,3390
33867,45848,50361,45228,90000,2014-03-14,65.15,12297.58
33868,25117,23934,56328,189900,2014-12-15,76.57,14324.11
33869,1390,22738,33719,149500,2014-09-19,25.97,13042.96
33870,16536,7983,8936,98000,2015-07-07,89.73,11846.01
33871,30060,49367,53069,185000,2016-03-04,15.8,7119.16
33872,24281,21935,18028,170000,2016-06-14,97.54,
33873,29250,38602,28580,139500,2013-04-12,66.11,4754.99
33874,37426,11670,37268,146000,2015-06-09,28.79,6479.82
33875,1373,16046,7327,156000,2015-06-09,9.81,
33876,14375,43649,44321,258000,2015-11-17,21.76,7775.71
33877,39623,31049,43312,55100,2013-10-25,99.57,12777.74
33878,35165,46664,41273,270000,2016-03-31,97.79,5192.54
33879,22725,2904,10565,151000,2016-08-02,0.59,5525.53
33880,28462,920,47888,115000,2015-12-08,11.06,14812.71
33881,37133,24344,31506,216500,2016-04-11,90.31,14173.29
33882,27665,22289,26714,200000,2015-11-05,29.33,10494.72
33883,685,21755,33455,33333,2015-01-21,44.54,2500.34
33884,51570,27318,52178,197400,2015-11-24,64.34,12052.49
33885,19648,8394,10400,200000,2016-06-24,10.82,
33886,19934,5326,4713,189900,2014-12-19,3.94,1661.39
33887,26281,43858,43036,75750,2014-06-02,,9097.61
33888,40121,23228,36649,80000,2016-08-16,53.81,1570.48
33889,27304,33755,9201,114683,2014-04-30,11.64,2714.86
33890,5077,43790,54624,199900,2015-09-17,66.42,6422.95
33891,14311,26991,31343,126500,2015-03-04,11.64,8364.17
33892,22129,52157,3630,132500,2015-08-03,72.03,
33893,21359,5868,38321,78000,2013-05-23,56.33,9004.07
33894,9526,20715,40266,140000,2015-05-06,29.78,
33895,4112,46542,23617,140000,2015-11-16,98.75,4247.86
33896,43529,52402,20685,137000,2014-08-12,35.14,4043.34
33897,39126,22584,17090,100000,2014-11-20,37.35,5224.34
33898,55673,5643,5180,173000,2015-10-15,8.17,9202.13
33899,54544,14061,49408,88829,2013-07-23,34.75,6928.19
33900,30752,37743,13635,114000,2013-08-30,83.66,8668.13
33901,50725,206,39879,114000,2013-08-30,51.1,9068.16
33902,33410,8142,22158,140000,2016-09-30,8.76,10586.17
33903,29181,26119,18275,157140,2016-09-06,28.55,7135.39
33904,45721,21406,20092,240000,2015-11-20,54.21,14558.99
33905,5300,18395,25126,220000,2015-06-03,66.04,583.74
33906,21093,53363,42373,148500,2013-06-14,40.53,7227.98
33907,10696,12094,56405,250000,2015-06-19,82.77,13128.68
33908,10008,4164,15633,250000,2015-07-22,84.01,14429.28
33909,16560,20998,49717,74000,2013-07-17,19.49,1808.63
33910,25866,40541,54857,120000,2013-06-27,46.96,13592.48
33911,30992,31211,13126,121050,2016-05-06,67.82,
33912,15632,25049,7914,129900,2013-02-07,65.48,426.49
33913,1152,47192,27587,225000,2016-04-20,77.66,46.82
33914,30054,38340,19001,17000,2013-09-13,0.32,5570.1
33915,32275,19975,2677,39900,2015-12-18,73.23,13193.64
33916,7762,24614,43476,198000,2013-10-31,50.23,11834.54
33917,32984,20445,38597,210000,2015-06-10,87.83,1456.32
33918,10173,17354,54303,119000,2015-08-28,64.67,12947.6
33919,18589,22518,22936,100000,2014-03-20,18.32,12220.26
33920,18918,39198,25022,193000,2016-02-05,10.23,
33921,22551,8514,35715,174000,2015-06-17,39.61,13945.62
33922,15502,23987,24543,39000,2015-04-24,89.9,3002.78
33923,32610,19996,22985,183000,2016-08-12,,13259.69
33924,55944,50640,53305,139900,2013-09-25,,6406.77
33925,48539,31778,6083,140000,2016-08-31,31.12,1344.68
33926,47546,11600,29108,220500,2015-09-24,37.35,13299.92
33927,51822,34462,40437,143000,2015-06-29,7.89,8768.14
33928,30747,24947,52685,150000,2014-08-26,97.46,11831.44
33929,49425,27677,25776,162500,2014-07-21,31.16,8623.48
33930,23239,6336,38041,229900,2015-09-17,8.41,11126.42
33931,27251,11123,16791,255000,2016-03-07,12.65,1280.25
33932,18267,23961,1413,75000,2015-06-30,4.65,
33933,49980,8512,17298,279900,2016-02-11,,11158.69
33934,44638,25025,23114,327500,2016-02-26,69.82,
33935,52766,10833,50221,320000,2015-08-04,43.87,11295.6
33936,3991,8828,4294,282000,2015-05-21,27.21,14427.61
33937,2729,10148,36179,395000,2016-06-17,0.47,13899.44
33938,19730,20656,11835,110000,2016-04-07,84.72,13605.98
33939,2737,29803,36435,190000,2013-07-08,11.3,1415.25
33940,37363,20469,31832,140000,2015-06-25,64.33,14539.45
33941,53059,9153,2223,76000,2015-02-11,8.8,1226.51
33942,51398,1366,1407,183300,2015-05-29,4.13,11687.96
33943,33478,38193,43786,314000,2016-01-08,70.3,6960.73
33944,6866,21300,42248,150000,2015-10-22,93.01,
33945,44536,44240,37304,250000,2016-05-12,69.09,12400.86
33946,51565,40485,7688,128225,2013-08-29,,2649.62
33947,5899,51364,26443,98000,2014-12-30,46.31,2372.92
33948,44704,33243,17369,59800,2013-06-13,95.26,4386.87
33949,42671,26832,42582,125000,2014-12-15,98.77,102.74
33950,51804,6980,49658,180000,2015-05-29,61.76,14105.23
33951,13365,41259,47362,102000,2013-01-23,43.42,10543.64
33952,18965,10719,5536,179000,2014-08-12,89.31,8109.86
33953,55045,51268,28380,135000,2016-03-25,33.63,7732.93
33954,43439,9553,11844,311100,2016-03-18,78.83,3675.34
33955,36465,3173,15234,67500,2014-10-17,65.37,12057.6
33956,12444,30295,35995,67500,2014-12-08,54.81,3401.91
33957,1109,7346,18815,88000,2015-12-11,62.79,10196.53
33958,8343,46017,43832,180000,2013-05-30,94.19,14476.34
33959,18516,27672,9117,315000,2016-06-30,45.35,1320.16
33960,18974,14743,13672,40000,2014-01-17,44.01,503.78
33961,52421,22931,25267,252500,2014-07-18,49.09,4517.14
33962,52448,1733,16055,91700,2015-04-30,68.65,14698.98
33963,27608,7631,22431,215570,2016-01-29,26.93,3585.35
33964,54810,44356,10445,58000,2015-07-21,20.52,
33965,29410,27316,43222,160000,2015-06-29,,14069.88
33966,34191,39497,14309,70000,2013-10-30,30.62,4606.82
33967,19675,31713,47525,140000,2015-05-05,21.43,13038.51
33968,15892,95,34752,33000,2013-11-15,29.89,8708.09
33969,32507,3288,5884,22000,2013-11-15,61.01,10022.31
33970,53183,41036,22660,203900,2014-07-09,4.37,9753.91
33971,20764,51921,26438,44600,2015-03-20,81.25,6099.39
33972,15222,11889,9190,248000,2016-07-06,41.4,10998.27
33973,52011,29239,17085,265000,2015-06-01,54.89,9951.9
33974,9854,19077,29897,80000,2014-05-12,21.36,12343.39
33975,38190,30833,12237,100000,2014-11-07,19.32,11067.2
33976,55862,7439,39396,109500,2013-10-04,71.14,13262.15
33977,51240,26757,17797,109500,2013-10-04,60.03,11856.66
33978,4910,15870,16033,125000,2014-11-24,72.34,12321.34
33979,1720,7975,30756,110000,2015-01-26,88.29,12528.75
33980,43484,11819,50790,180000,2016-05-18,29.55,2556.75
33981,14921,48869,34569,80000,2016-10-14,69.57,14339.79
33982,4611,1853,30155,23000,2013-05-09,99.83,12875.93
33983,55190,18183,257,182900,2013-09-03,35.57,12904.04
33984,1408,30907,8383,75000,2015-03-16,24.78,13781.71
33985,18424,46159,53477,20000,2015-04-06,30.59,12297.08
33986,6467,25354,53153,136000,2015-10-30,1.38,12423.59
33987,51949,44058,16216,79900,2014-10-15,8.13,
33988,21841,8164,48941,59000,2014-02-03,33.61,12072.02
33989,3890,50448,35059,275600,2016-05-31,96.86,5038.51
33990,42970,26762,25810,97000,2015-06-15,23.3,10840.09
33991,22467,12189,47713,97000,2015-06-15,78.64,3254.2
33992,34604,33863,3811,120400,2013-03-09,47.17,14347.13
33993,26840,14508,30473,190000,2016-08-12,53.99,5271.39
33994,44001,5204,51660,60000,2016-02-16,32.61,9435.67
33995,53169,6677,56200,93736,2013-01-04,77.47,11877.11
33996,27518,41564,48951,210000,2015-12-11,12.24,11264.97
33997,36518,42847,52895,115000,2015-07-24,53.44,11472.77
33998,46671,40080,9723,165000,2016-04-12,75.24,14471.76
33999,50189,30983,43681,108047,2014-08-29,46.94,8487.86
34000,17566,14335,54017,270000,2016-09-22,28.19,12314.96
34001,50790,39365,28989,115000,2014-09-08,30.86,
34002,14155,28577,14027,257750,2016-05-31,89.99,7579.72
34003,32748,46060,6963,34000,2014-06-23,,1383.72
34004,49320,39799,30880,"$195,000 ",2014-11-25,30.99,12143.75
34005,41939,40110,46533,80000,2014-08-25,43.28,8137.25
34006,55151,2418,56091,114000,2015-07-31,94.97,12752.48
34007,903,34601,12860,114000,2015-07-31,6.28,100.73
34008,1524,52584,23129,249875,2016-09-09,,14824.2
34009,50075,8561,46697,339000,2016-02-26,58.78,8354.39
34010,37425,9542,43605,70000,2014-12-18,,14127.29
34011,11146,17315,17317,130000,2015-03-23,86.73,13531.77
34012,52325,7126,21481,80000,2015-07-15,66.58,5624.58
34013,19615,25834,2151,126756,2015-04-10,53.6,12779.63
34014,40751,20265,17133,95000,2015-10-01,49.95,5770.47
34015,4278,944,17913,56000,2014-03-21,47.97,12212.37
34016,37764,872,35605,99000,2013-10-11,31.07,6450.49
34017,7198,29515,1866,210750,2015-04-28,5.9,10345.21
34018,5318,11944,33080,189000,2016-01-08,62.04,3184.51
34019,43738,49738,18959,130000,2016-08-15,,14392.52
34020,14370,17325,10889,167000,2016-07-01,7.81,14199.57
34021,8638,50855,38186,240000,2016-06-22,23.68,10091.52
34022,35081,29878,8027,90000,2014-11-17,45.03,
34023,21493,27727,4549,102200,2013-07-15,85.52,1209.74
34024,35685,20490,5004,200000,2014-12-08,85.87,1556.24
34025,11309,7383,30085,37500,2015-05-28,85.29,2475.73
34026,18303,3304,55025,73000,2015-05-28,13.32,9644.6
34027,44238,26942,33760,197500,2015-09-03,47.16,1179.96
34028,5929,39639,56017,219900,2015-08-03,78.06,4123.68
34029,36612,17417,37576,92000,2015-11-20,96.73,8172.7
34030,14667,35773,15995,127000,2016-05-26,89.64,13431.29
34031,38149,5549,35668,131600,2014-07-30,50.18,11310.79
34032,3783,48547,26898,98000,2015-08-10,71.75,10810.13
34033,45928,6412,35347,164900,2014-12-19,92.26,5594.62
34034,46830,10395,18737,62000,2015-09-28,98.81,
34035,25325,8346,52102,105000,2015-12-18,9.57,9691.34
34036,47265,25840,150,220400,2016-05-12,13.38,6153.16
34037,2350,49820,14731,139000,2014-06-18,33.54,14395.95
34038,18129,43557,34933,123000,2014-11-10,49.08,9196.54
34039,54858,28931,22066,133000,2016-10-05,81.54,10402.41
34040,40652,24720,1020,143000,2015-12-15,48.56,
34041,20768,29875,15793,169900,2014-06-25,10.37,1613.55
34042,15518,29946,28321,156900,2015-07-28,63.65,10816.94
34043,29976,28549,34882,121900,2014-06-02,4.89,5882.19
34044,5091,37278,23076,159900,2014-08-18,91.16,2948.45
34045,10475,18150,30202,287000,2016-07-25,74.07,7131.58
34046,39891,3945,9367,52000,2013-03-21,,3805.33
34047,51172,27290,28555,97000,2015-09-11,89.52,
34048,17711,27316,23319,161000,2015-10-26,91.35,14034.1
34049,23744,32917,4200,180000,2016-01-07,85.05,5172.07
34050,45731,17925,6836,147000,2014-07-25,98.35,10445.36
34051,11996,21631,34778,130000,2014-07-21,15.78,12803.61
34052,33041,38572,11941,201000,2015-05-19,60.78,8296.85
34053,30565,48307,47648,115000,2015-05-15,35.44,7335.28
34054,28517,16428,7195,120000,2014-01-15,44.91,7219.41
34055,54621,5572,50927,91000,2015-07-24,69.4,7223.72
34056,12767,31125,3248,264900,2015-10-06,,3534.76
34057,22757,5095,10175,92000,2013-05-31,44.63,9841.2
34058,55935,26740,15854,130000,2016-09-06,,7369.08
34059,2438,39120,15780,159600,2015-03-31,40.64,3924.41
34060,608,277,22254,187500,2016-05-27,94.6,
34061,28625,44311,13036,99900,2014-09-10,40.35,14580.08
34062,35022,6518,37442,225000,2015-04-24,27.04,11214.79
34063,7781,20411,10577,45000,2014-09-16,4.32,6793.71
34064,23113,14844,38835,210000,2015-03-24,46.73,10428.44
34065,55583,8049,5688,104000,2015-07-01,9.91,14235.33
34066,45981,41122,52077,165000,2016-03-25,3.41,5612.14
34067,31284,28100,41510,200000,2016-09-23,48.06,335.01
34068,7493,52760,31163,279900,2016-05-02,62.89,5081.95
34069,21106,8556,48609,54000,2014-01-17,73.17,5025.29
34070,12626,31862,46278,120000,2016-05-09,23.5,1312.34
34071,2402,15486,33826,150000,2016-07-15,32.93,7529.05
34072,10821,50351,2899,119900,2013-10-16,69.82,9046.15
34073,20896,53374,45977,129900,2014-08-06,79.57,6794.81
34074,9869,44212,55035,132000,2016-06-17,26.28,8517.09
34075,19757,32053,27541,162655,2016-08-23,20.42,3021.46
34076,34198,26790,13279,131297,2014-12-16,73.8,8800.82
34077,41931,44444,45418,210000,2015-07-06,36.88,4605.36
34078,50811,43434,19533,82000,2016-06-21,20.71,12761.69
34079,52089,43377,6195,120000,2015-04-27,69.07,1235.2
34080,7471,10855,20824,385600,2013-12-20,29.99,12311.87
34081,49917,38023,906,115000,2013-06-21,21.93,
34082,2959,8272,42235,45000,2013-06-07,6.42,
34083,33806,498,28901,106000,2013-09-03,80.77,
34084,7318,12205,16990,108537,2015-06-02,57.66,
34085,46308,41458,35265,135000,2016-05-25,93.22,3651.45
34086,17552,32722,8068,69796,2013-10-15,81.03,2801.03
34087,18954,29805,9494,100000,2015-10-06,53.94,13922.19
34088,41610,32714,30883,126783,2015-02-24,78.26,13667.98
34089,15796,38142,38055,123000,2016-02-19,88.35,10356.36
34090,31563,42999,3224,172000,2014-06-23,44.16,8974.39
34091,5101,25810,46484,88270,2015-06-30,62.6,2983.89
34092,18227,9635,42363,70000,2014-03-11,,3310.53
34093,44756,37053,22631,139000,2016-10-05,91.12,7909.01
34094,36317,24662,34106,85000,2014-02-19,64.35,9786.59
34095,52411,32564,35780,249500,2016-06-16,93.54,9561.83
34096,23853,23415,3065,249000,2016-05-24,95.19,
34097,34499,14037,29544,265000,2016-05-27,24.04,11920.84
34098,47901,3286,4266,109000,2016-07-13,88.8,11917.23
34099,39921,35127,12413,109000,2014-02-21,92.38,8608.82
34100,40920,30976,29143,118000,2013-02-15,83.64,14128.54
34101,6817,48508,52216,188500,2013-04-26,99.91,9395.88
34102,56357,14238,47094,135000,2014-02-12,62.45,12496.15
34103,36044,40611,4826,85000,2014-12-19,20.14,
34104,19130,17265,31041,87102,2014-03-11,85.75,2942.04
34105,40312,28335,19999,187500,2014-07-25,11.05,8488.28
34106,28045,52384,6379,125900,2014-07-09,88.31,13405.12
34107,51965,44062,32500,149900,2016-01-25,74.12,12026.27
34108,56214,47456,18312,150000,2016-07-20,45.58,3825.01
34109,45759,23421,45437,89900,2013-12-24,13.4,9817.42
34110,12114,17896,47132,117000,2014-06-05,14.57,13598.57
34111,1241,40645,53529,187000,2016-08-02,43.31,3478.27
34112,32072,725,42842,142000,2016-06-02,46.18,11332.12
34113,21661,47698,40429,44875,2015-05-21,5.21,12744.6
34114,2457,27444,29810,28500,2016-03-08,6.09,4493.23
34115,2917,18273,47930,60000,2016-08-11,57.4,6030.64
34116,4336,6262,3912,113200,2013-12-10,,6340.62
34117,18751,29137,20685,175000,2015-10-22,4.16,12932.1
34118,2702,3546,10226,155000,2014-04-14,50.09,11298.44
34119,47030,18279,19499,145600,2013-03-15,74.81,
34120,16581,48106,9361,200000,2014-09-29,6.16,13638.75
34121,11933,49030,21709,211000,2014-08-29,33.23,3818.04
34122,13725,17147,21764,156000,2014-11-06,97.77,640.08
34123,53551,52525,7166,125000,2015-10-28,43.41,13837.15
34124,3490,44271,49799,242000,2016-01-29,0.86,9648.36
34125,1352,52642,14762,185000,2013-06-14,82.64,7425.73
34126,17584,19919,47272,229000,2015-07-31,50.66,12352.86
34127,41108,46590,28698,55000,2015-06-05,6.84,9713.77
34128,44417,12841,24666,122500,2013-10-31,4.83,12308.48
34129,20296,15056,1989,350000,2014-12-10,56.86,10688.84
34130,21556,38585,41273,78000,2016-09-30,23.53,12981.28
34131,6266,23798,4942,68000,2015-06-05,56.38,503.72
34132,30579,15170,37355,87500,2015-06-22,42.04,13636.87
34133,39407,48887,14108,204900,2016-02-22,60.96,3555.35
34134,22625,9984,35021,107500,2013-05-24,44.29,6396.36
34135,8898,14298,28492,115000,2015-09-25,81.24,390.55
34136,26512,43663,25729,174000,2016-04-29,13.36,13212.18
34137,53926,12340,49215,205000,2016-10-31,29.73,5167.84
34138,3846,28738,30679,203500,2015-03-20,57.89,4721.71
34139,10810,32500,45790,75000,2015-03-26,30.02,40.92
34140,25694,7601,47423,215000,2015-09-22,3.96,11763.45
34141,5072,17967,13845,35000,2013-03-21,89.33,4214.2
34142,31993,37539,46927,119000,2013-11-07,76.65,6792.19
34143,27420,50089,39524,130000,2013-05-10,78.48,14322.01
34144,31257,28718,6470,146900,2014-09-18,10.58,3974.45
34145,16691,17898,7131,119000,2013-08-09,25.34,3551.45
34146,31438,18875,32605,142000,2016-02-01,51.03,11532.56
34147,14484,49054,51566,120000,2014-10-17,59.23,13741.24
34148,17060,34525,52349,95400,2013-04-12,39.23,4810.65
34149,53403,14002,54990,135000,2016-02-01,69.84,9515.02
34150,42584,20799,28857,176130,2015-05-29,25.31,1034.83
34151,5616,13714,26323,105900,2013-06-27,66.85,5768.51
34152,20940,51163,9643,120000,2013-11-15,15.41,4642.14
34153,39878,44690,429,210700,2016-08-05,14.45,10597.64
34154,20138,15460,7822,228900,2016-09-16,83.15,10697.75
34155,28914,3742,47024,41000,2013-04-22,81.29,7809.48
34156,10898,52008,33632,160000,2014-03-27,1.33,4496.5
34157,3690,8252,23499,224000,2016-06-06,67.73,9860.36
34158,745,50054,53613,119000,2015-06-15,76.38,1781.63
34159,53313,47474,25892,119900,2014-01-15,27.15,9034.31
34160,48341,13662,52569,137000,2015-06-26,25.03,14746.5
34161,54964,30304,23754,216000,2013-02-28,31.17,11949.27
34162,10703,14011,52125,112511,2015-04-06,76.97,6608.17
34163,27134,39156,13147,88000,2015-07-17,10.7,6798.34
34164,56177,15024,45928,111000,2013-07-23,82.38,11732.19
34165,37821,2375,15747,92000,2016-10-25,72.71,12519.84
34166,50771,16922,25680,95000,2015-04-24,37.92,14938.94
34167,54422,29994,49386,162000,2016-03-07,41.6,5045.11
34168,36505,43926,13237,115000,2013-04-09,34.36,9318.9
34169,33409,49002,49622,64900,2013-01-07,21.78,14091.75
34170,30239,50969,8018,55000,2013-07-11,79.25,3205.55
34171,5105,5837,42165,67500,2015-06-26,97.2,
34172,14804,18654,41305,43000,2014-03-11,53.26,8594.98
34173,3322,30652,12002,52000,2014-04-25,24.18,12645.39
34174,39759,40747,22632,64000,2015-02-11,35.4,12988.55
34175,36936,48149,49335,60000,2015-12-21,11.93,
34176,7531,29312,45606,95500,2014-08-28,3.94,8128.01
34177,35906,48448,8498,136000,2014-12-03,27.43,355.21
34178,25310,15766,2076,124000,2013-09-20,39.32,
34179,24416,1089,7101,120000,2013-12-13,26.61,2920.09
34180,1723,14910,41216,220000,2015-04-30,80.69,14566.8
34181,23220,15332,9070,153000,2014-08-25,54.35,13063.6
34182,36076,51741,7042,118075,2015-08-06,16.19,12903.12
34183,7624,15026,40882,128500,2014-04-21,89.69,
34184,38818,410,26054,95000,2016-01-29,7.7,14168.27
34185,22022,21389,20750,200000,2016-10-06,2.57,2357.61
34186,4279,24830,24683,210100,2016-06-06,85.3,14289.32
34187,31575,44272,39184,132500,2015-02-10,83.99,2424.82
34188,2214,7951,45458,195000,2016-10-20,48.57,495.02
34189,22909,23264,9325,19000,2015-03-27,86.68,14607.77
34190,9881,53341,26411,19000,2014-01-29,34.1,8137.4
34191,20655,48103,33121,265900,2016-01-04,32.19,14333.13
34192,40075,29609,1961,132000,2014-07-18,10.86,6927.11
34193,5814,6745,40383,110000,2015-01-29,,917.89
34194,3777,14606,15352,105000,2015-07-17,92,245.48
34195,36793,43733,7227,269900,2015-12-21,1.62,14166.24
34196,47994,48659,25344,129000,2015-03-27,5.83,8593.36
34197,10651,40857,37287,136000,2014-09-05,37.52,5410.37
34198,50124,35481,21831,86000,2014-10-29,26.57,5545.14
34199,37271,47635,34039,90000,2015-01-02,,495.5
34200,52674,30734,31432,268850,2015-10-22,74.5,11155.68
34201,39272,20330,3716,125000,2015-08-25,10.46,12178.41
34202,54286,9488,56228,195000,2016-06-01,91.24,1776.83
34203,25379,49101,40438,72500,2014-09-19,1.09,862.75
34204,42613,51959,9967,221000,2016-09-16,93.06,4932.39
34205,2634,32974,10021,180420,2016-06-13,21.04,1549.5
34206,31212,30355,23838,138000,2016-05-03,34.84,3626.37
34207,35689,32506,49164,89000,2013-07-31,79.69,11976.18
34208,18340,24431,4595,208000,2016-01-21,64.29,9745.6
34209,53826,26521,19235,132000,2015-11-03,28.38,
34210,27142,10756,49232,249000,2016-06-28,92.5,10841.82
34211,81,45385,46372,108200,2014-11-24,30.85,6447.43
34212,55100,14427,18533,120150,2014-09-08,4.8,5324.45
34213,17817,24920,38792,135000,2015-03-02,57.3,13186.58
34214,39946,8939,46283,130000,2015-10-21,47.65,1418.74
34215,10729,4885,33048,135000,2015-08-28,57.82,7702.34
34216,54742,29914,32784,20000,2013-04-29,31.11,13184.4
34217,1524,38961,30410,105000,2015-06-16,67.15,556.73
34218,35239,29387,49463,70000,2014-05-13,34.01,11078
34219,13634,26050,26251,75000,2013-06-27,79.34,9471.72
34220,21859,38653,16770,135700,2015-05-04,12.14,
34221,11516,12219,5558,95556,2015-05-29,62.3,2254.47
34222,28722,27734,11023,100000,2014-12-29,85.12,7254.04
34223,3678,12518,28844,165615,2016-09-07,92.18,7867.6
34224,12698,50417,44123,88000,2013-07-31,10.34,4448.38
34225,26034,17563,36184,78500,2016-03-10,99.26,14855.4
34226,51275,50646,51974,351300,2016-09-29,12.92,
34227,16781,49532,56314,70000,2016-03-31,28.62,
34228,24641,7350,44999,30000,2014-11-12,7.52,12635.57
34229,54040,22192,42545,164800,2014-04-15,95.85,955.4
34230,45323,11634,11035,78000,2014-12-31,24.03,14998.36
34231,1893,5661,43141,144500,2015-05-21,44.69,
34232,51325,39112,8779,65000,2015-11-11,92.27,3318.92
34233,40042,2768,51323,79000,2015-11-11,21.88,9563.36
34234,47141,7740,47851,83000,2013-11-14,91.47,7931.12
34235,17990,30905,28281,90000,2015-12-09,30.58,4286.32
34236,44037,38374,20937,125000,2016-08-25,81.83,3358.58
34237,39217,25202,50772,110000,2015-05-01,24.94,8499.24
34238,13700,48256,36131,79000,2013-05-31,17.19,1137.22
34239,50671,8638,44071,231600,2015-08-24,9.09,2568.68
34240,12605,22531,21906,38000,2014-04-11,85.22,2539.9
34241,45927,520,55450,215000,2015-07-06,83.4,2612.37
34242,50549,14934,5594,80000,2015-03-13,26.75,13436.73
34243,45035,11287,6205,135000,2013-07-25,59.1,7350.64
34244,47130,9269,11269,227150,2015-12-29,72.57,11806.9
34245,37570,49018,1423,195000,2015-12-03,38.55,6393.75
34246,31274,281,16966,135000,2015-06-12,49.38,11985.84
34247,39661,32872,42037,160000,2015-07-27,31.38,9138.61
34248,23895,9169,22284,352000,2016-10-14,42.69,13411.58
34249,51296,19925,15922,75000,2015-04-17,6.04,6849.14
34250,56165,14431,18429,344000,2016-04-29,73.78,3712.11
34251,52555,49578,38560,140000,2013-12-18,93.86,4323.77
34252,7780,39750,36184,86000,2015-05-05,31.65,5787.21
34253,23008,2744,323,44000,2013-01-15,29.21,13752.78
